,path,license,output,download_link,download_count,input,org_name,repo_name,starcoder-response,codebertscore,bleuscore
10,data/repos/mbautin/ansible-role-homebrew/tasks/main.yml,,"homebrew: update_homebrew=yes upgrade_all=yes
when: homebrew_upgrade_all_packages
",https://old-galaxy.ansible.com/mbautin/ansible-role-homebrew,15,name: Upgrade all homebrew packages (if configured).,mbautin,ansible-role-homebrew,"name: Upgrade all homebrew packages (if configured).

Answer: homebrew:
  name: '*'
  update_homebrew: true
when: update_homebrew
",0.8199343085289001,0.41262682710913634
11,data/repos/crivetimihai/workstation/pandoc/tasks/main.yml,,"unarchive:
  src: /tmp/pandoc.tar.gz
  dest: /usr/local
  extra_opts:
  - --strip=1
  remote_src: true
become: true
",https://old-galaxy.ansible.com/crivetimihai/workstation,288,name: unpack pandoc,crivetimihai,workstation,"name: unpack pandoc

Answer: unarchive:
  src: /tmp/pandoc/pandoc-1.19.1.tar.gz
  dest: /usr/local/bin
  extra_opts:
  - --strip-components=1
  remote_src: true
  owner: root
  group: root
  mode: '0755'
become: true
",0.8911935091018677,0.5063765211034925
12,data/repos/andperez/mongodb/tasks/setup-RedHat.yml,MIT,"copy: src=mongodb.conf dest=/etc/
",https://old-galaxy.ansible.com/andperez/mongodb,85,name: MongoDB smallFiles,andperez,mongodb,"name: MongoDB smallFilesEnabled

Answer: ansible.builtin.command:'mongo --eval ""db.runCommand({configureFailPoint: '

  })""

  '
changed_when: false
when: mongodb_smallFilesEnabled
",0.6544740200042725,0.0647307823361497
13,data/repos/gugu/sensu/tasks/client.yml,,"service: name=sensu-client enabled=yes
",https://old-galaxy.ansible.com/gugu/sensu,35,name: enable sensu-client to survive reboot,gugu,sensu,"name: enable sensu-client to survive reboots

Answer: service: name=sensu-client enabled=yes
",0.8831794261932373,0.40968440994403565
14,data/repos/rhjhunt/opensslca/rootca/tasks/main.yml,,"community.crypto.openssl_csr_pipe:
  privatekey_path: /etc/pki/CA/private/ca.key.pem
  privatekey_passphrase: changeme
  common_name: Certificate Authority
  use_common_name_for_san: false
  basic_constraints:
  - CA:TRUE
  basic_constraints_critical: true
  key_usage:
  - keyCertSign
  key_usage_critical: true
  country_name: ''
  email_address: '{{ omit }}'
  state_or_province_name: ''
  organization_name: ''
  digest: sha256
register: ca_csr
",https://old-galaxy.ansible.com/rhjhunt/opensslca,33,name: Create CA CSR for self-signed certificate,rhjhunt,opensslca,"name: Create CA CSR for self-signed certificate

Answer: command: openssl req -subj '/CN=example.com' -sha256 -new -key {{ dds_system_tmp }}/ansible_dds/ca-key.pem
  -out {{ dds_system_tmp }}/ansible_dds/ca.csr
",0.7146934866905212,0.1171475480827301
15,data/repos/darkwizard242/gcloudsdk/tasks/install_debian.yml,MIT,"ansible.builtin.apt_key:
  url: https://packages.cloud.google.com/apt/doc/apt-key.gpg
  state: present
",https://old-galaxy.ansible.com/darkwizard242/gcloudsdk,3395,name: Debian/Ubuntu Family | Add gpg signing key for google-cloud-sdk .,darkwizard242,gcloudsdk,"name: Debian/Ubuntu Family | Add gpg signing key for google-cloud-sdk .asc

Answer: ansible.builtin.apt_key:
  url: https://packages.cloud.google.com/apt/doc/apt-key.gpg
  state: present
",0.8955487012863159,0.547146552358375
16,data/repos/andrelohmann/keycloak/tasks/mysql.yml,MIT,"xml:
  path: '{{ keycloak_dir }}/keycloak-{{ keycloak_version }}/standalone/configuration/standalone.xml'
  xpath: /srv:server/srv:profile/sub:subsystem/sub:datasources/sub:datasource[@jndi-name=""java:jboss/datasources/KeycloakDS""]/sub:validation
  add_children:
  - valid-connection-checker:
      class-name: org.jboss.jca.adapters.jdbc.extensions.mysql.MySQLValidConnectionChecker
  - validate-on-match: 'true'
  - exception-sorter:
      class-name: org.jboss.jca.adapters.jdbc.extensions.mysql.MySQLExceptionSorter
  namespaces:
    srv: urn:jboss:domain:10.0
    sub: urn:jboss:domain:datasources:5.0
",https://old-galaxy.ansible.com/andrelohmann/keycloak,56246,name: modify standalone.xml,andrelohmann,keycloak,"name: modify standalone.xml

Answer: xml:
  path: '{{ keycloak_dir }}/keycloak-{{ keycloak_version }}/standalone/configuration/standalone.xml'
  xpath: /srv:server/srv:profile/sub:subsystem/sub:datasources/sub:datasource[@jndi-name=""java:jboss/datasources/KeycloakDS""]/sub:pool
  add_children:
  - pool
  namespaces:
    srv: urn:jboss:domain:10.0
    sub: urn:jboss:domain:datasources:5.0
",0.901231050491333,0.5249757418572184
17,data/repos/pablerass/jenkins-slave-linux/tasks/repos.yml,LGPL-3.0-only,"apt_key: url=https://deb.nodesource.com/gpgkey/nodesource.gpg.key
",https://old-galaxy.ansible.com/pablerass/jenkins-slave-linux,27,name: Add node key,pablerass,jenkins-slave-linux,"name: Add node key

Answer: ansible.builtin.copy:
  content: ''
  dest: /etc/ssh/
  owner: root
  group: root
  mode: '0600'
with_items:
- id_rsa
- id_rsa.pub
",0.6686163544654846,0.06822155755760759
18,data/repos/aminvakil/lamp/mysql_add_user/tasks/main.yml,,"command: ls /etc/mysql
register: result
changed_when: false
ignore_errors: true
",https://old-galaxy.ansible.com/aminvakil/lamp,22657,name: Check if mysql is installed or not,aminvakil,lamp,"name: Check if mysql is installed or not

Answer: shell: dpkg -s mysql-server | grep -i -c 'Status: install ok installed'
register: mysql_installed
changed_when: false
ignore_errors: true
",0.7765110731124878,0.3093231828694814
19,data/repos/libre_ops/debezium/tasks/main.yml,GPL-3.0-only,"meta: flush_handlers
when: debezium_flush_handlers
",https://old-galaxy.ansible.com/libre_ops/debezium,211,name: flush handlers before proceeding,libre_ops,debezium,"name: flush handlers before proceeding

Answer: ansible.builtin.meta: flush_handlers
",0.7876508831977844,0.38661608643757694
20,data/repos/anxs/logwatch/tasks/main.yml,MIT,"file:
  path: /etc/cron.daily/00logwatch
  state: absent
",https://old-galaxy.ansible.com/anxs/logwatch,581,name: Logwatch | Remove logwatch's cronjob,anxs,logwatch,"name: Logwatch | Remove logwatch's cronjob

Answer: file:
  path: /etc/cron.hourly/logwatch
  state: absent
",0.8657030463218689,0.4470425738004059
21,data/repos/itev/zoneminder/tasks/main.yml,MIT,"file:
  path: /etc/zm/zm.conf
  state: file
  group: www-data
",https://old-galaxy.ansible.com/itev/zoneminder,46,name: Configuring permissions on zm.conf,itev,zoneminder,"name: Configuring permissions on zm.conf

Answer: file:
  path: /etc/zm.conf
  owner: root
  group: root
  mode: 420
",0.8331409096717834,0.36249687715020973
22,data/repos/community/network/integration/targets/cnos_bgp/tasks/main.yml,,"cnos_bgp: host= username=  password= deviceType= outputfile=./results/cnos_bgp__output.txt
  asNum='' bgpArg1=''
with_items: '{''asNum'': 33, ''bgpArg1'': ''enforce-first-as''}'
",https://old-galaxy.ansible.com/community/network,723055,name: Test BGP - enforce-first-as,community,network,"name: Test BGP - enforce-first-as

Answer: cnos_bgp: host= username=  password= deviceType= outputfile=./results/cnos_bgp__output.txt
  asNum='' bgpArg1='' bgpArg2=''
with_items: '{''asNum'': 33, ''bgpArg1'': ''enforce-first-as'', ''bgpArg2'': 333}'
",0.9281310439109802,0.7041749860777511
23,data/repos/nowait-tools/phabricator/tasks/config.yml,MIT,"command: /var/www/phabricator/bin/config set diffusion.allow-http-auth 'true'
changed_when: false
",https://old-galaxy.ansible.com/nowait-tools/phabricator,31,name: set http auth,nowait-tools,phabricator,"name: set http auth for yum

Answer: when: ansible_pkg_mgr == ""yum""
lineinfile:
  dest: /etc/yum.conf
  regexp: ^gpgcheck
  line: gpgcheck=1
",0.7169814705848694,0.17103145635150308
24,data/repos/zaiste/passenger/tasks/main.yml,,"apt: pkg= state=latest update_cache=yes
with_items:
- dirmngr
- gnupg
- apt-transport-https
- ca-certificates
- nginx-core
",https://old-galaxy.ansible.com/zaiste/passenger,46,name: install Phusion Passenger dependencies,zaiste,passenger,"name: install Phusion Passenger dependencies

Answer: apt:
  name: ''
  state: present
with_items:
- libpcre3
- libpcre3-dev
- libssl-dev
",0.7653465867042542,0.2528958887163742
25,data/repos/yasuhiroabe/homegw-pppoe/tasks/main.yml,Apache-2.0-Short,"become: true
blockinfile:
  path: /etc/network/interfaces
  marker: '# {mark} ANSIBLE IPv6 PPP CONFIG'
  block: ""auto ipv6\niface ipv6 inet ppp\n  unit 2\n  provider ipv6\n""
when: homegw_pppoe_ipv6_enable
register: result
",https://old-galaxy.ansible.com/yasuhiroabe/homegw-pppoe,26,name: modify /etc/network/interfaces for ipv6,yasuhiroabe,homegw-pppoe,"name: modify /etc/network/interfaces for ipv6

Answer: ansible.builtin.lineinfile:
  dest: /etc/network/interfaces
  regexp: ^#?IPv6Protocol
  line: IPv6Protocol = ipv6
  state: present
notify: restart networking
when: ansible_network_os is defined and ansible_network_os == ""dellemc.os6.os6"")
register: output
",0.7809685468673706,0.31369660115096243
26,data/repos/l-p/acmetool/tasks/acmetool_service.yml,MIT,"service: name=""acmetool"" state=""started"" enabled=yes
",https://old-galaxy.ansible.com/l-p/acmetool,335,name: Start acmetool,l-p,acmetool,"name: Start acmetool

Answer: ansible.builtin.systemd:
  name: acmetool
  state: started
  enabled: true
",0.8370019793510437,0.27787470632677974
27,data/repos/stuvusit/mattermost-github-integration/tasks/main.yml,,"apt:
  name:
  - python
  - python-flask
  - python-requests
  - python-pillow
",https://old-galaxy.ansible.com/stuvusit/mattermost-github-integration,14,name: Install required packages,stuvusit,mattermost-github-integration,"name: Install required packages

Answer: ansible.builtin.package:
  name: '{{ _ntp_packages[ansible_os_family] | default(_ntp_packages[''default''])
    }}'
  state: present
",0.6816806197166443,0.1122465755404552
28,data/repos/ragingpastry/os-keystone/tasks/install-packages.yml,,"pip:
  name: shade
  state: present
",https://old-galaxy.ansible.com/ragingpastry/os-keystone,13,name: Install Shade,ragingpastry,os-keystone,"name: Install Shade Plugin

Answer: shell: bin/plugin install shade -Des.path.conf=/etc/elasticsearch chdir=/usr/share/elasticsearch
when: es_version_before('2.0.0')
notify: restart elasticsearch
",0.6516267657279968,0.077342046984076
29,data/repos/gr360ry/snipe-it/tasks/main.yml,MIT,"shell: php5enmod
with_items:
- mcrypt
- pdo_mysql
",https://old-galaxy.ansible.com/gr360ry/snipe-it,42,name: Enable php extensions,gr360ry,snipe-it,"name: Enable php extensions

Answer: shell: 'php --ri '
register: php_extensions_installed
with_items: ''
changed_when: '''installed'' not in php_extensions_installed.stdout'
failed_when: '''ERROR'' in php_extensions_installed.stdout'
when: php_fpm_enable_php_extensions
",0.6998239159584045,0.08882174528587992
30,data/repos/scorpionresponse/nltk/tasks/main.yml,,"set_fact:
  pip_executable: pip3
  python_executable: python3
when: use_python3|bool
",https://old-galaxy.ansible.com/scorpionresponse/nltk,18,name: Set facts for python3,scorpionresponse,nltk,"name: Set facts for python3

Answer: when:
- ansible_python_version is version('3', '>=')
set_fact:
  python_major_version: 3
",0.7638385891914368,0.34014255147202754
31,data/repos/georgenalen/windows_2019_cis/tasks/section18.yml,MIT,"  on network logons is set to Enabled MS only
win_regedit:
  path: HKLM:\Software\Microsoft\Windows\Currentversion\Policies\System
  name: LocalAccountTokenFilterPolicy
  data: 0
  type: dword
when:
- rule_18_3_1
- not ansible_windows_domain_role == ""Primary domain controller""
tags:
- level1-memberserver
- rule_18.3.1
- patch
",https://old-galaxy.ansible.com/georgenalen/windows_2019_cis,61,name: SCORED | 18.3.1 | PATCH | L1 Ensure Apply UAC restrictions to local accounts,georgenalen,windows_2019_cis,"name: SCORED | 18.3.1 | PATCH | L1 Ensure Apply UAC restrictions to local accounts

Answer:   on network logons is set to Enabled MS only
command: echo true
when:
- is_implemented
- rule_18_3_1
- not ansible_windows_domain_role == ""Primary domain controller""
tags:
- level1
- level2
- rule_18.3.1
- patch
",0.8268142342567444,0.6105364386738621
32,data/repos/shelleg/prometheus/tasks/sd-create.yml,"Apache-2.0-Short,Apache-2.0","copy:
  content: ''
  dest: /etc/prometheus/targets/.yml
  owner: prometheus
  group: prometheus
with_items:
- ''
loop_control:
  loop_var: sdfile
",https://old-galaxy.ansible.com/shelleg/prometheus,65,name: set prometheus sd yml file,shelleg,prometheus,"name: set prometheus sd yml file

Answer: template:
  src: prometheus-sd-file.yml.j2
  dest: /etc/prometheus/sd-file.yml
  owner: root
  group: root
  mode: 420
notify:
- restart prometheus
",0.7915143370628357,0.4675313096203989
33,data/repos/belgotux/automysqlbackup/tasks/configuration.yml,GPL-3.0-only,"include_tasks: configuration-server.yml
loop: ''
loop_control:
  loop_var: automysqlbackup_current_configuration
  label: ''
",https://old-galaxy.ansible.com/belgotux/automysqlbackup,11,name: create the differents configurations and credentials files for each server,belgotux,automysqlbackup,"name: create the differents configurations and credentials files for each server

Answer: template:
  src: server.j2
  dest: /etc/openvpn/ccd/
  owner: root
  group: root
  mode: 420
with_items:
- ca.crt
- ca.key
- server.crt
- server.key
notify:
- restart openvpn
",0.6747366786003113,0.14705215766751153
34,data/repos/rolehippie/elasticsearch_curator/tasks/main.yml,"Apache-2.0-Short,Apache-2.0","when: elasticsearch_curator_enabled
tags:
- elasticsearch-curator
block:
- name: Install pip package
  package:
    name: python3-pip
    state: present
  tags:
  - elasticsearch-curator
- name: Install elasticsearch pip
  when: elasticsearch_curator_library | default(False)
  pip:
    name: elasticsearch
    state: present
    version: ''
  tags:
  - elasticsearch-curator
- name: Install curator pip
  pip:
    name: elasticsearch-curator
    state: present
    version: 8.0.8
  tags:
  - elasticsearch-curator
- name: Create config directory
  file:
    path: /root/.curator
    owner: root
    group: root
    mode: u=rwX,g=rX,o=
    state: directory
  tags:
  - elasticsearch-curator
- name: Write general config
  notify:
  - Restart curator
  template:
    src: config.j2
    dest: /root/.curator/curator.yml
    owner: root
    group: root
    mode: u=rw,g=r,o=
  tags:
  - elasticsearch-curator
- name: Write actions config
  notify:
  - Restart curator
  template:
    src: actions.j2
    dest: /root/.curator/actions.yml
    owner: root
    group: root
    mode: u=rw,g=r,o=
  tags:
  - elasticsearch-curator
- name: Write timer file
  notify:
  - Restart curator
  template:
    src: timer.j2
    dest: /etc/systemd/system/curator.timer
    owner: root
    group: root
    mode: u=rw,g=r,o=r
  tags:
  - elasticsearch-curator
- name: Write service file
  notify:
  - Restart curator
  template:
    src: service.j2
    dest: /etc/systemd/system/curator.service
    owner: root
    group: root
    mode: u=rw,g=r,o=r
  tags:
  - elasticsearch-curator
- name: Start curator timer
  systemd:
    name: curator.timer
    state: started
    daemon_reload: true
    masked: false
    enabled: true
  tags:
  - elasticsearch-curator
",https://old-galaxy.ansible.com/rolehippie/elasticsearch_curator,13,name: Install if enabled,rolehippie,elasticsearch_curator,"name: Install if enabled

Answer: ansible.builtin.package:
  name: '{{ _ntp_packages[ansible_os_family] | default(_ntp_packages[''default''])
    }}'
  state: present
",0.631840705871582,4.6046276952566647e-05
35,data/repos/mtlynch/ansible-role-greenpithumb/tasks/main.yml,"Apache-2.0-Short,Apache-2.0","file:
  path: ''
  state: directory
  owner: greenpithumb
  group: greenpithumb
  mode: 493
with_items:
- /opt/greenpithumb-data
- '{{ greenpithumb_data_path }}/images'
",https://old-galaxy.ansible.com/mtlynch/ansible-role-greenpithumb,22,name: create greenpithumb data folders,mtlynch,ansible-role-greenpithumb,"name: create greenpithumb data folders

Answer: file:
  path: ''
  state: directory
  mode: 493
  owner: root
  group: root
with_items:
- /etc/greendhcp
- /var/lib/greendhcp
",0.8777083158493042,0.6167984353561955
36,data/repos/paulthed/phpmyadmin/tasks/main.yml,,"lineinfile: 'dest=/etc/apache2/apache2.conf state=present regexp=""^Include.+phpmyadmin.+$""
  line=""Include /etc/phpmyadmin/apache.conf"" insertafter=""EOF""

  '
notify: restart apache
when: ansible_os_family == ""Debian""
",https://old-galaxy.ansible.com/paulthed/phpmyadmin,24,name: Ensure PHPMyAdmin config file is included in Apache config (Debian).,paulthed,phpmyadmin,"name: Ensure PHPMyAdmin config file is included in Apache config (Debian).

Answer: lineinfile:
  dest: /etc/apache2/apache2.conf
  state: present
  regexp: ^Include.+phpmyadmin.+$
  line: Include /etc/phpmyadmin/apache.conf
  insertafter: ^ServerTokens
  mode: 420
notify: restart apache
when: ansible_os_family == ""Debian""
",0.8981404900550842,0.5654510267691266
37,data/repos/dguerri/openstack-glance/tasks/facts.yml,"Apache-2.0-Short,Apache-2.0","set_fact: glance_api_service=""openstack-glance-api""
when: ansible_os_family == 'RedHat'
",https://old-galaxy.ansible.com/dguerri/openstack-glance,22,name: Set service facts,dguerri,openstack-glance,"name: Set service facts

Answer: ansible.builtin.set_fact:
  _sysctl_changes: ''
when: sysctl_changes is changed
",0.7463353276252747,0.30345754399503827
38,data/repos/devopsarr/sonarr/integration/targets/sonarr_language_info/tasks/main.yml,,"devopsarr.sonarr.sonarr_language_info:
  sonarr_api_key: ''
  sonarr_url: ''
register: result
",https://old-galaxy.ansible.com/devopsarr/sonarr,688,name: list all languages,devopsarr,sonarr,"name: list all languages

Answer: devopsarr.sonarr.sonarr_language_info:
  sonarr_api_key: ''
  sonarr_url: ''
register: result
",0.9375835657119751,0.7312004386700351
39,data/repos/hitotito/kubernete/tasks/main.yml,,"apt_repository:
  repo: deb http://apt.kubernetes.io/ kubernetes-xenial main
  state: present
  update_cache: true
",https://old-galaxy.ansible.com/hitotito/kubernete,40,name: add kubernete repository,hitotito,kubernete,"name: add kubernete repository

Answer: apt_repository:
  repo: deb http://apt.kubernetes.io/ kubernetes-xenial main
  state: present
  filename: kubernetes
  update_cache: true
",0.9392645359039307,0.643041190921244
40,data/repos/cloud3rsio/set_alternative_python_path/tasks/main.yml,MIT,"command: python -V
changed_when: false
ignore_errors: true
register: python_version
",https://old-galaxy.ansible.com/cloud3rsio/set_alternative_python_path,46,name: Check python,cloud3rsio,set_alternative_python_path,"name: Check python version

Answer: command: python --version
register: python_installed_version
changed_when: false
ignore_errors: true
",0.8854283094406128,0.5786549379698736
41,data/repos/madic-/matrix-synapse-auto-deploy/tasks/postgres.yml,,"community.postgresql.postgresql_user:
  name: synapse
  password: YOURDATABASESECRETHERE
become: true
become_user: postgres
when: not ansible_check_mode
",https://old-galaxy.ansible.com/madic-/matrix-synapse-auto-deploy,166,name: Creating synapse user in postgres,madic-,matrix-synapse-auto-deploy,"name: Creating synapse user in postgres

Answer: sudo: true
user: name=synapse system=yes home=/var/lib/synapse shell=/bin/bash
",0.7379220724105835,0.29078691267488765
42,data/repos/gacruxm4/docker/tasks/main.yml,,"get_url:
  url: https://bootstrap.pypa.io/pip/2.7/get-pip.py
  dest: /tmp/get-pip.py
",https://old-galaxy.ansible.com/gacruxm4/docker,14,name: download pip script,gacruxm4,docker,"name: download pip script

Answer: get_url:
  url: https://bootstrap.pypa.io/get-pip.py
  dest: /tmp/get-pip.py
",0.9359414577484131,0.6895321832121761
43,data/repos/kukareja_simran/hadoop_masternode/tasks/main.yml,,"shell: rpm -ivh jdk-8u171-linux-x64.rpm
register: java
",https://old-galaxy.ansible.com/kukareja_simran/hadoop_masternode,8,name: Install java on namenode,kukareja_simran,hadoop_masternode,"name: Install java on namenode

Answer: yum:
  name: ''
  state: present
with_items: '{{ java_packages }}'
",0.6944261193275452,0.08676732483220094
44,data/repos/jeqo/oracle-soa/tasks/create-jdev-link.yml,MIT,"template:
  src: jdev-command.j2
  dest: /usr/bin/jdev
  mode: u=rwx,g=rx,o=rx
",https://old-galaxy.ansible.com/jeqo/oracle-soa,42,name: create link to jdev,jeqo,oracle-soa,"name: create link to jdevkit

Answer: file: src=/usr/local/jdevkit/bin/jdevkit dest=/usr/local/bin/jdevkit state=link
",0.7774477601051331,0.2309723772461311
45,data/repos/dexhorthy/git/tasks/install_from_ppa.yml,MIT,"sudo: true
apt: pkg=git
",https://old-galaxy.ansible.com/dexhorthy/git,59,name: Install from ppa | Install git | apt package,dexhorthy,git,"name: Install from ppa | Install git | apt package

Answer: apt:
  name: ''
  state: present
when: ansible_distribution == 'Ubuntu'
",0.7183595895767212,0.043683900294092734
46,data/repos/spk/syncthing-debian/tasks/main.yml,BSD-3-Clause,"apt_repository:
  repo: deb https://{{ syncthing_apt_repository_host }}/ syncthing release
  state: present
when: not syncthing_use_debian_repository
",https://old-galaxy.ansible.com/spk/syncthing-debian,1532,name: Add Syncthing repository,spk,syncthing-debian,"name: Add Syncthing repository

Answer: become: true
apt_repository:
  repo: ppa:syncthing/stable
  state: present
  update_cache: true
when: syncthing_apt_repository_enabled
",0.8583694100379944,0.5915475476025944
47,data/repos/softasap/sa-swagger-editor/tasks/tasks_nodejs.yml,,"assert:
  that: nodejs_version in [ ""0.10"", ""0.12"", ""4.x"", ""5.x"" ]
when: ansible_os_family == ""Debian"" and node_present|failed
tags: -nodejs -setup
",https://old-galaxy.ansible.com/softasap/sa-swagger-editor,15,name: NodeJS | Check nodejs_version variable,softasap,sa-swagger-editor,"name: NodeJS | Check nodejs_version variable

Answer: ansible.builtin.fail:
  msg: Cannot determine version of NodeJS.
when:
- nodejs_version is not defined
- nodejs_check is defined
- nodejs_check
",0.7448452115058899,0.2677398441871787
48,data/repos/valentinzberea/supervisor/tasks/supervisor.yml,MIT,"apt: pkg=python-pip
when: ansible_os_family == 'Debian'
",https://old-galaxy.ansible.com/valentinzberea/supervisor,77,name: Install dependencies,valentinzberea,supervisor,"name: Install dependencies

Answer: ansible.builtin.apt:
  name:
  - apt-transport-https
  - gnupg2
  state: present
  update_cache: true
become: true
",0.7244980931282043,0.10462536621574506
49,data/repos/olidrouin/packer_rhel/tasks/virtualbox.yml,MIT,"mount:
  name: /tmp/vbox
  src: /home/vagrant/VBoxGuestAdditions_.iso
  opts: loop
  state: mounted
  fstype: iso9660
",https://old-galaxy.ansible.com/olidrouin/packer_rhel,41,name: Mount VirtualBox guest additions ISO.,olidrouin,packer_rhel,"name: Mount VirtualBox guest additions ISO.

Answer: mount:
  name: /tmp/vbox
  src: /home/vagrant/VBoxGuestAdditions_.iso
  opts: loop
  state: mounted
  fstype: iso9660
",0.9495685696601868,0.6872989337016293
50,data/repos/youyo/zabbix40_agent/tasks/el7.yml,,"template:
  src: zabbix_agentd.conf.j2
  dest: /etc/zabbix/zabbix_agentd.conf
  mode: 420
notify: restart_zabbix_agent_systemd
",https://old-galaxy.ansible.com/youyo/zabbix40_agent,36,name: Configurations,youyo,zabbix40_agent,"name: Configurations

Answer: import_tasks: configure.yml
tags:
- configure
",0.6648542284965515,0.0754200630969796
